"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","planningMode","detailedDuty","playerPurpose","targetPressure","designNeed","avoid","sectionDuty","sectionIntent","sectionTheme","positionBeatRole","actualBeatRole","slotDutyV2","styleTargetV2","chainLanguageTargetV2","planningRule","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"136","14","6","Main/Level_Main_136","normal","4","极难","113","817","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","Peel/Mixed 扩展 + LongChain-lite / PressureBuild","FirstReadWindow","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"137","14","7","Main/Level_Main_137","normal","1","普通/恢复","80","639","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","Peel/Mixed 扩展 + LongChain-lite / PressureBuild","BreathOrPractice","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","rail/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"138","14","8","Main/Level_Main_138","shape","2","困难","99","729","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","Peel/Mixed 扩展 + LongChain-lite / PressureBuild","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"139","14","9","Main/Level_Main_139","normal","1","普通/恢复","101","761","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","Peel/Mixed 扩展 + LongChain-lite / PressureBuild","PeakSetup","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"140","14","10","Main/Level_Main_140","normal","2","困难","102","769","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","Peel/Mixed 扩展 + LongChain-lite / PressureBuild","PeakOrLanding","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"141","15","1","Main/Level_Main_141","normal","1","普通/恢复","114","880","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"142","15","2","Main/Level_Main_142_hole","hole","1","普通/恢复","50","536","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","BaselinePractice","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"143","15","3","Main/Level_Main_143","shape","1","普通/恢复","87","755","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","LanguageTurn","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"144","15","4","Main/Level_Main_144","normal","3","特别困难","113","866","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","VisualSpatialTurn","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"145","15","5","Main/Level_Main_145","normal","1","普通/恢复","95","704","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","BridgeRamp","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"146","15","6","Main/Level_Main_146","normal","1","普通/恢复","95","668","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","FirstReadWindow","PracticeBeat","NormalPractice","Peel/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"147","15","7","Main/Level_Main_147","shape","1","普通/恢复","100","858","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","BreathOrPractice","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"148","15","8","Main/Level_Main_148","normal","2","困难","111","851","section_script_driven","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","solved; local run capped; same-side/directional sweep low; remote switch evidence","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","LatePressureWindow","HardReadBeat","LocalRunBreaker","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"149","15","9","Main/Level_Main_149","normal","4","极难","114","843","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","PeakSetup","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"150","15","10","Main/Level_Main_150","normal","1","普通/恢复","104","725","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","Peel/Mixed 扩展 + LongChain-lite / MiniPeakAndReset","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"151","16","1","Main/Level_Main_151_hole","hole","2","困难","84","810","section_script_driven","HoleReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","局部连消打断 + 区域切换 / ArcEntryReset","ResetOpener","HardReadBeat","HoleReadAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"152","16","2","Main/Level_Main_152","normal","2","困难","106","804","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","局部连消打断 + 区域切换 / ArcEntryReset","BaselinePractice","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
