order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
144,15,4,A3_StyleExpansion,style_expansion,Main/Level_Main_144,normal,3,特别困难,0,,,0,113,102,124,866,22,40,0.55,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,105,115,125,105-125,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
145,15,5,A3_StyleExpansion,style_expansion,Main/Level_Main_145,normal,1,普通/恢复,0,,,0,95,85,105,704,21,34,0.618,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,82,88,94,82-94,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
146,15,6,A3_StyleExpansion,style_expansion,Main/Level_Main_146,normal,1,普通/恢复,0,,,0,95,85,105,668,22,31,0.71,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,87,93,99,87-99,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
147,15,7,A3_StyleExpansion,style_expansion,Main/Level_Main_147,shape,1,普通/恢复,1,caveentrance,洞口,0,100,90,110,858,44,43,1.023,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,77,83,89,77-89,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
148,15,8,A3_StyleExpansion,style_expansion,Main/Level_Main_148,normal,2,困难,0,,,0,111,100,122,851,23,37,0.622,ReadCheck,hard slot asks for one clear read,,,Peel/HubLite/Mixed,rail_patch,105,113,121,105-121,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
149,15,9,A3_StyleExpansion,style_expansion,Main/Level_Main_149,normal,4,极难,0,,,0,114,103,125,843,22,39,0.564,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,120,132,144,120-144,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
150,15,10,A3_StyleExpansion,style_expansion,Main/Level_Main_150,normal,1,普通/恢复,0,,,0,104,94,114,725,20,37,0.541,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,93,99,105,93-105,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
151,16,1,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_151_hole,hole,2,困难,0,,,1,84,76,92,810,30,30,1.0,CanvasStep,hole raises spatial reading,,,Hole/Mixed/Peel,space_read,93,101,109,93-109,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
152,16,2,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_152,normal,2,困难,0,,,0,106,95,117,804,21,39,0.538,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,93,101,109,93-109,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
153,16,3,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_153,shape,2,困难,1,pumpkin,南瓜,0,115,103,127,1045,43,38,1.132,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,98,106,114,98-114,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
154,16,4,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_154,normal,3,特别困难,0,,,0,113,102,124,858,23,38,0.605,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,106,116,126,106-126,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
155,16,5,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_155,normal,1,普通/恢复,0,,,0,84,76,92,615,18,35,0.514,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,83,89,95,83-95,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
156,16,6,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_156,normal,3,特别困难,0,,,0,94,85,103,737,26,29,0.897,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,114,124,134,114-134,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
157,16,7,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_157,normal,1,普通/恢复,0,,,0,84,76,92,649,20,33,0.606,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,75,81,87,75-87,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
158,16,8,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_158,shape,2,困难,1,starfish,海星,0,99,89,109,835,43,43,1.0,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,109,117,125,109-125,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
159,16,9,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_159,normal,2,困难,0,,,0,100,90,110,766,21,37,0.568,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,98,106,114,98-114,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
160,16,10,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_160,normal,1,普通/恢复,0,,,0,76,68,84,638,21,31,0.677,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,94,100,106,94-106,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
161,17,1,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_161,normal,1,普通/恢复,0,,,0,53,48,58,506,17,30,0.567,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,74,80,86,74-86,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
162,17,2,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_162,normal,1,普通/恢复,0,,,0,95,85,105,705,19,38,0.5,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,79,85,91,79-91,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
163,17,3,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_163,shape,1,普通/恢复,1,ring,戒指,0,99,89,109,676,34,42,0.81,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,84,90,96,84-96,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
164,17,4,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_164,normal,3,特别困难,0,,,0,114,103,125,861,23,38,0.605,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,108,118,128,108-128,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
165,17,5,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_165,normal,1,普通/恢复,0,,,0,86,77,95,655,19,35,0.543,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,85,91,97,85-97,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
166,17,6,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_166,normal,2,困难,0,,,0,119,107,131,745,20,38,0.526,ReadCheck,hard slot asks for one clear read,,,Peel/HubLite/Mixed,rail_patch,106,114,122,106-122,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
167,17,7,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_167_hole,hole,1,普通/恢复,0,,,1,53,48,58,485,22,26,0.846,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,78,84,90,78-90,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
168,17,8,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_168,shape,2,困难,1,brickcellphone,砖头手机,0,110,99,121,986,38,49,0.776,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,111,119,127,111-127,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
169,17,9,A4_ReadDemandRise,read_demand_rise,Main/Level_Main_169,normal,3,特别困难,0,,,0,124,112,136,987,25,40,0.625,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,110,120,130,110-130,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
