"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"172","18","2","Main/Level_Main_172","normal","2","困难","106","772","BaselinePractice","HardReadBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","与前后关保持风格/语言/画布手感差异","solved; local run capped; same-side/directional sweep low; remote switch evidence","front300-high","","","not_reviewed"
"173","18","3","Main/Level_Main_173","shape","1","普通/恢复","104","840","LanguageTurn","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"174","18","4","Main/Level_Main_174","normal","1","普通/恢复","95","674","VisualSpatialTurn","VariationBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","spine-lite/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"175","18","5","Main/Level_Main_175","normal","1","普通/恢复","92","649","BridgeRamp","RampBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"176","18","6","Main/Level_Main_176","normal","3","特别困难","112","835","FirstReadWindow","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","出现第一次明确读题/区域切换","solved; quality gates","front300-high","","","not_reviewed"
"177","18","7","Main/Level_Main_177_hole","hole","1","普通/恢复","52","529","BreathOrPractice","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"178","18","8","Main/Level_Main_178","shape","1","普通/恢复","104","778","LatePressureWindow","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"179","18","9","Main/Level_Main_179","normal","3","特别困难","115","842","PeakSetup","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain/Hub","System.Object[]","为10准备或承担小峰，避免重复8","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"180","18","10","Main/Level_Main_180","normal","1","普通/恢复","108","782","PeakOrLanding","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","局部连消打断 + 区域切换 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"181","19","1","Main/Level_Main_181","normal","1","普通/恢复","106","778","ResetOpener","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"182","19","2","Main/Level_Main_182","normal","1","普通/恢复","88","671","BaselinePractice","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"183","19","3","Main/Level_Main_183","shape","1","普通/恢复","103","749","LanguageTurn","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"184","19","4","Main/Level_Main_184_hole","hole","1","普通/恢复","55","583","VisualSpatialTurn","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"185","19","5","Main/Level_Main_185","normal","2","困难","103","764","BridgeRamp","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; region/axis switch evidence; choices readable","front300-high","","","not_reviewed"
"186","19","6","Main/Level_Main_186","normal","1","普通/恢复","104","749","FirstReadWindow","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"187","19","7","Main/Level_Main_187","shape","1","普通/恢复","102","719","BreathOrPractice","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"188","19","8","Main/Level_Main_188","normal","1","普通/恢复","106","784","LatePressureWindow","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","若模板为困难则做主困难；若普通则做后段练习","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"189","19","9","Main/Level_Main_189","normal","3","特别困难","112","860","PeakSetup","PeakBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain/Hub","System.Object[]","为10准备或承担小峰，避免重复8","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"190","19","10","Main/Level_Main_190","normal","1","普通/恢复","113","878","PeakOrLanding","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","局部连消打断 + 区域切换 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"191","20","1","Main/Level_Main_191","normal","1","普通/恢复","95","687","ResetOpener","RecoveryBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","局部连消打断 + 区域切换 / MiniPeakAndReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"192","20","2","Main/Level_Main_192_hole","hole","1","普通/恢复","82","697","BaselinePractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","局部连消打断 + 区域切换 / MiniPeakAndReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"193","20","3","Main/Level_Main_193","shape","1","普通/恢复","102","850","LanguageTurn","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","局部连消打断 + 区域切换 / MiniPeakAndReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"194","20","4","Main/Level_Main_194","normal","1","普通/恢复","87","660","VisualSpatialTurn","VariationBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","局部连消打断 + 区域切换 / MiniPeakAndReset","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","patch/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
