order,section10,mainMissionId,levelName,category,difficultyNameZh,experienceRole,roleInSection,finalStatus,finalLevelId,finalAssetPath,originalLevelId,originalAssetPath,replacementSourceKind,productionLane,productionChainLanguage,productionDifficultyBand,sourceCoverage,maxChoices,localPatchSolveRunMax,nearOuterPatchSolveRunMax,solveTraceQualityScore,solveTraceCollapseRiskScore,solveSameAxisRunMax,solveSameDirHeadRunMax,assemblyAction,assemblySourcePool,assemblySourceRoot,assemblyGateClass,assemblySelectionReason,assemblyCopyRequired,assemblyCandidateLevelId,assemblyCandidateAssetPath,assemblyCandidateStyle,assemblyCandidateChainLanguage,assemblyCandidateRole,assemblyManualReview,assemblyRemainingGap,assemblyGapReason,assemblyCandidateWidth,assemblyCandidateHeight,assemblyCandidateChains,assemblyCandidateAvgChoices,assemblyCandidateMaxChain,assemblyCandidateAvgChain,assemblyCandidateStraightness,assemblyCandidateProfile
144,15,244,Main/Level_Main_144,normal,特别困难,Pressure,,ReplacedFront300PriorityV3,c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L144_direct_normal_103_direct_normal_rect_lock_buckle_g.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Peak,0.982,9,7,4,0.879,0.209,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset,,rail_chain,Peak,False,False,,,,,,,,,Campaign500NormalFullV1:w10smp
145,15,245,Main/Level_Main_145,normal,普通/恢复,Recovery,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L145_direct_pure_normal_extra_02_16_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,NormalNeutral,0.994,10,7,5,0.863,0.226,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=neutral|oldStatus=ReplacedHardGate0910,False,campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset,,mixed_chain,NormalNeutral,False,False,,,,,,,,,relocated_from_order_481
146,15,246,Main/Level_Main_146,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L146_direct_pure_topup_06_12_direct_normal_pure_rect_de.asset,normal,Campaign500_HardGateUntil0910,curve_chain,NormalPeelLight,0.985,8,6,5,0.869,0.192,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=ReplacedHardGate0910,False,c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,,curve_chain,NormalPeelLight,False,False,,,,,,,,,Campaign500NormalFullV1:w11a
147,15,247,Main/Level_Main_147,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_next10b_06_L147_caveentrance,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L147_r2_outer_strong_005_r2_006_a401_maskonlyb08_09_lar.asset,shape_psg_inventory,,,,0.986,11,13,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_next10b_06_L147_caveentrance,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset,LockBuckle,,TraceKeeper,False,False,,,,106,5.3,,,,LockBuckle
148,15,248,Main/Level_Main_148,normal,困难,Pressure,Hard,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L148_sgp_merged_final_outer_repair_quality_filtered26_h.asset,normal,Campaign500NormalFullV1UnusedStrict,rail_chain,Hard,0.99,9,5,5,0.811,0.201,7,5,ActiveReplace,Campaign500NormalFullV1UnusedStrict,,CampaignStrictSupplementFront300,front300_priority_v3|primary145=False|class=peel_hard|oldStatus=ReplacedHardGate0910,False,campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset,peel_mid,rail_chain,Hard,False,False,,25,33,79,,20,10.34,0.672,
149,15,249,Main/Level_Main_149,normal,极难,Peak,Peak,ReplacedFront300PriorityV3,c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L149_direct_normal_126_direct_normal_rect_core_burst_g0.asset,normal,Campaign500_HardGateUntil0910,,,0.983,10,6,4,0.916,0.093,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ReplacedHardGate0910,False,c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,,,,False,False,,,,,,,,,c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv
150,15,250,Main/Level_Main_150,normal,普通/恢复,Normal,,ReplacedFront300PriorityV3,c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L150_direct_normal_topup_65_direct_normal_topup_rect_se.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalPeelLight,0.988,9,6,5,0.836,0.236,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=OriginalNonTarget,False,c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset,,rail_chain,NormalPeelLight,False,False,,,,,,,,,Campaign500NormalFullV1:w13b
151,16,251,Main/Level_Main_151_hole,hole,困难,HoleRescue,,OriginalNonTarget,hole_candidate_054_std_30x30_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L151_hole_candidate_054_std_30x30_lock.asset,hole_candidate_054_std_30x30_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L151_hole_candidate_054_std_30x30_lock.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
152,16,252,Main/Level_Main_152,normal,困难,Normal,Hard,ReplacedFront300PriorityV3,c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L152_direct_normal_133_direct_normal_rect_lock_buckle_g.asset,normal,Campaign500NormalFullV1UnusedStrict,curve_chain,NormalPeelLight,0.98,8,8,5,0.841,0.228,7,7,ActiveReplace,Campaign500NormalFullV1UnusedStrict,,CampaignStrictSupplementFront300,front300_priority_v3|primary145=False|class=light_peel|oldStatus=ReplacedHardGate0910,False,c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,peel_light,curve_chain,NormalPeelLight,False,False,,22,30,66,,21,9.8,0.495,
153,16,253,Main/Level_Main_153,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_next10b_07_L153_pumpkin,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L153_r2_outer_strong_005_r2_006_a401_maskonlyb02_16_lar.asset,shape_psg_inventory,,,,0.990,10,13,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_next10b_07_L153_pumpkin,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset,DenseWeave,,TraceKeeper,False,False,,,,131,6.08,,,,DenseWeave
154,16,254,Main/Level_Main_154,normal,特别困难,Pressure,Peak,ReplacedFront300PriorityV3,c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset,direct_normal_98_direct_normal_rect_stair_push_g3_v10,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L154_direct_normal_98_direct_normal_rect_stair_push_g3_.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.993,9,5,5,0.85,0.247,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ExternalCandidatePlanned,False,c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,3.25,,,,Campaign500NormalFullV1:w10smp
155,16,255,Main/Level_Main_155,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L155_direct_pure_normal_extra_02_19_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,curve_chain,NormalPeelLight,0.965,10,5,4,0.866,0.109,6,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=ReplacedHardGate0910,False,c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,,curve_chain,NormalPeelLight,False,False,,,,,,,,,Campaign500NormalFullV1:w4pl
156,16,256,Main/Level_Main_156,normal,特别困难,Peak,,ReplacedFront300PriorityV3,c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset,direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L156_direct_diff120_55_direct_diff_normal_near_square_s.asset,normal,Campaign500_HardGateUntil0910,curve_chain,Hard,0.985,10,6,3,0.87,0.189,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset,,curve_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w10smh
157,16,257,Main/Level_Main_157,normal,普通/恢复,Recovery,,ReplacedFront300PriorityV3,c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L157_direct_pure_topup_06_05_direct_normal_pure_rect_sw.asset,normal,Campaign500NormalFullV1UnusedStrict,rail_chain,NormalFlow,0.991,8,7,7,0.845,0.218,7,7,ActiveReplace,Campaign500NormalFullV1UnusedStrict,,CampaignStrictSupplementFront300,front300_priority_v3|primary145=False|class=flow|oldStatus=OriginalNonTarget,False,c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset,flow_continuous,rail_chain,NormalFlow,False,False,,20,27,50,,21,10.7,0.605,
158,16,258,Main/Level_Main_158,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_next10b_08_L158_starfish,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L158_r2_outer_strong_005_r2_006_a401_maskonlyb01_07_lar.asset,shape_psg_inventory,,,,0.981,12,5,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,NeedsFinalManualReview,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_next10b_08_L158_starfish,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset,CoreBurst,,ReviewCandidate,True,False,,,,96,5.79,,,,CoreBurst
159,16,259,Main/Level_Main_159,normal,困难,Normal,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L159_direct_normal_137_direct_normal_rect_dual_zone_g1_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalPeelLight,0.979,10,5,5,0.832,0.245,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,,rail_chain,NormalPeelLight,False,False,,,,,,,,,relocated_from_order_411
160,16,260,Main/Level_Main_160,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L160_direct_pure_topup_04_14_direct_normal_pure_rect_co.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalPeelLight,0.985,10,5,2,0.903,0.152,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=ReplacedHardGate0910,False,c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset,,rail_chain,NormalPeelLight,False,False,,,,,,,,,Campaign500NormalFullV1:w11b
161,17,261,Main/Level_Main_161,normal,普通/恢复,Recovery,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L161_nomask_style_expansion_36_snake_spine_tall.asset,normal,Campaign500NormalFullV1UnusedStrict,patch_chain,NormalFlow,0.991,9,9,4,0.912,0.159,6,6,ActiveReplace,Campaign500NormalFullV1UnusedStrict,,CampaignStrictSupplementFront300,front300_priority_v3|primary145=False|class=flow|oldStatus=ReplacedHardGate0910,False,campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,flow_continuous,patch_chain,NormalFlow,False,False,,20,27,54,,21,9.91,0.614,
162,17,262,Main/Level_Main_162,normal,普通/恢复,Normal,,ReplacedFront300PriorityV3,c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L162_direct_pure_topup_06_04_direct_normal_pure_rect_de.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalPeelLight,0.986,10,4,4,0.84,0.249,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=light_peel|oldStatus=OriginalNonTarget,False,c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,,rail_chain,NormalPeelLight,False,False,,,,,,,,,Campaign500NormalFullV1:w12d
163,17,263,Main/Level_Main_163,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_main_ring,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L163_r2_outer_strong_005_r2_006_a401_maskonlyb05_16_mai.asset,shape_psg_inventory,,,,0.984,10,7,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset,DenseWeave,,TraceKeeper,False,False,,,,90,5.69,,,,DenseWeave
164,17,264,Main/Level_Main_164,normal,特别困难,Pressure,,ReplacedFront300PriorityV3,c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L164_direct_normal_topup_18_direct_normal_topup_rect_lo.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.992,9,6,6,0.853,0.177,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,,,,,Campaign500NormalFullV1:w11c
