order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
321,Recovery,Recovery,A_peak9,normal,maze,direct_normal_candidates,108,162.1,15,10.28,441,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,direct_normal:maze_long_chain:g3,ok,ok
322,Normal,Normal,A_peak9,normal,dense,direct_normal_candidates,101,166.0,15,7.49,470,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,asset:direct_normal_51_direct_normal_r,ok,ok
323,Shape,Novelty,A_peak9,normal,shape_ocean,shape_final_with_supplement,124,333,17,14.62,13.2,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape:Ocean:sea-creature:creature:procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,Normal
324,Pressure,Hard,A_peak9,very_hard,section,direct_advanced_candidates,186,147.5,15,12.50,1190,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,direct_advanced:section_unlock:g3,ok,ok
325,HoleRescue,Mechanic,hole10_block_321_330,normal,hole_rescue,hole_combined_20260613,66,256,9,0.136,0.365,hole_candidate_044_std_26x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,hole_combined:DenseWeave:std_26x28_dense,hole10_v4:DenseWeave:keep,hole10_v4_keep
326,Normal,Normal,A_peak9,normal,lock,direct_normal_topup_candidates,104,171.8,10,7.54,448,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal:core_burst:g7,ok,ok
327,Shape,Novelty,A_peak9,normal,shape_landmark,shape_final_with_supplement,131,327,18,15.48,13.6,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape:Landmark:architecture:landmark:procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
328,Pressure,Hard,A_peak9,hard,section,direct_polish_hard_candidates,165,171.1,16,7.25,1201,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,direct_polish:stair_push:g6,ok,ok
329,Peak,RelativeExtreme,A_peak9,extreme,lock,direct_advanced_candidates,263,101.3,26,13.76,1923,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced:lock_buckle:g4,ok,ok
330,Normal,Normal,A_peak9,normal,section,direct_normal_candidates,113,154.2,13,8.11,540,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal:dual_zone:g1,ok,ok
331,Recovery,Recovery,F_chapter_breath,hard,sweep,direct_pure_topup_slice08_candidates,147,154.3,23,9.77,712,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,asset:direct_pure_topup_08_16_direct_p,ok,ok
332,Normal,Normal,F_chapter_breath,normal,dense,direct_polish_clean_candidates,118,141.8,17,11.45,441,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,direct_polish:dense_weave:g1,ok,ok
333,Shape,Novelty,F_chapter_breath,normal,shape_ocean,shape_final_with_supplement,131,323,18,15.48,13.6,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape:Ocean:diving-gear:equipment:procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,Normal
334,Pressure,Hard,F_chapter_breath,very_hard,lock,direct_advanced_candidates,207,150.7,19,9.70,1370,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,direct_advanced:core_burst:g0,ok,ok
335,HoleRescue,Mechanic,hole10_block_331_340,normal,hole_rescue,hole_combined_20260613,67,257,4,0.06,0.357,hole_topup_049_topup_wide_30x24_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_049_topup_wide_30x24_maze.asset,hole_combined:MazeLongChain:topup_wide_30x24_maze,hole10_v4:MazeLongChain:keep,hole10_v4_keep
336,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,direct_advanced_candidates,216,151.9,17,8.00,1573,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,direct_advanced:dual_zone:g3,ok,ok
337,Recovery,Recovery,F_chapter_breath,normal,maze,direct_normal_candidates,103,175.6,18,6.83,464,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal:maze_long_chain:g1,ok,ok
338,Shape,Novelty,F_chapter_breath,normal,shape_landmark,shape_final_with_supplement,134,332,19,16.34,13.5,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape:Landmark:architecture:landmark:procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
339,Normal,Normal,F_chapter_breath,normal,lock,direct_normal_topup_candidates,110,173.9,16,6.87,535,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal:lock_buckle:g6,ok,ok
340,Normal,Normal,F_chapter_breath,normal,section,direct_normal_candidates,110,160.1,13,7.35,590,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,direct_normal:section_unlock:g1,ok,ok
341,Recovery,Recovery,B_peak7_end_calm,hard,sweep,direct_pure_topup_slice08_candidates,154,157.3,23,12.66,722,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_polish:sweep:g12,ok,ok
342,HoleRescue,Mechanic,hole10_block_341_350,normal,hole_rescue,hole_combined_20260613,67,257,10,0.149,0.197,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,hole_combined:DenseWeave:topup_std_24x30_dense,hole10_v4:DenseWeave:keep,hole10_v4_keep
343,Shape,Novelty,B_peak7_end_calm,normal,shape_art,shape_final_with_supplement,135,342,19,16.34,13.6,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,shape:Art:studio:character:procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,rel:Hard:ShapePressure:Shape:Art:studio:character:main,Normal
344,Pressure,Hard,B_peak7_end_calm,extreme,section,direct_advanced_candidates,286,105.0,23,12.64,2059,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,direct_advanced:stair_push:g6,ok,ok
345,Recovery,Recovery,B_peak7_end_calm,normal,sweep,direct_normal_candidates,115,172.2,18,6.61,661,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal:sweep:g4,ok,ok
346,Normal,Normal,B_peak7_end_calm,normal,dense,direct_normal_candidates,112,144.3,17,8.81,505,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,direct_normal:dense_weave:g2,ok,ok
347,Peak,RelativeExtreme,B_peak7_end_calm,very_hard,lock,direct_polish_hard_candidates,189,148.1,17,9.05,1115,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,direct_polish:core_burst:g6,ok,ok
348,Shape,Novelty,B_peak7_end_calm,normal,shape_landmark,shape_final_with_supplement,132,333,18,15.48,13.7,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,shape:Landmark:architecture:landmark:procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
349,Pressure,Hard,B_peak7_end_calm,extreme,maze,direct_polish_extreme_long_candidates,347,127.7,19,12.62,2802,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish:long_corridor:g9,ok,ok
350,Recovery,Recovery,B_peak7_end_calm,hard,section,direct_polish_clean_candidates,120,163.0,21,12.86,564,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,direct_polish:dual_zone:g2,ok,ok
351,HoleRescue,Mechanic,hole10_block_351_360,normal,hole_rescue,hole_combined_20260613,70,259,8,0.114,0.243,hole_candidate_080_wide_30x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,hole_combined:DualZone:wide_30x26_dual,hole10_v4:DualZone:keep,hole10_v4_keep
352,Pressure,Hard,C_double_wave,hard,lock,direct_pure_topup_slice10_candidates,154,159.9,17,11.38,559,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,direct_polish:lock_buckle:g11,ok,ok
353,Shape,Novelty,C_double_wave,shape,shape_magic,shape_final_with_supplement,141,352,20,17.2,0.208,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,shape:Magic:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,Normal
354,Recovery,Recovery,C_double_wave,hard,section,direct_polish_clean_candidates,126,160.1,23,11.70,519,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,direct_polish:quasi_symmetry:g0,ok,ok
355,Normal,Normal,C_double_wave,normal,dense,direct_normal_candidates,108,161.6,13,7.95,476,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,direct_normal:dense_weave:g0,ok,ok
356,Pressure,Hard,C_double_wave,hard,section,direct_pure_topup_slice10_candidates,148,167.0,17,11.69,817,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,direct_polish:section_unlock:g11,ok,ok
357,Normal,Normal,C_double_wave,normal,dense,direct_normal_candidates,103,182.0,14,6.06,490,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,asset:direct_normal_21_direct_normal_r,ok,ok
358,Shape,Novelty,C_double_wave,normal,shape_ocean,shape_final_with_supplement,137,356,19,16.34,13.9,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,shape:Ocean:sea-creature:creature:procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305,rel:Hard:ShapePressure:Shape:Ocean:sea-creature:creature:transition,Normal
359,Peak,RelativeExtreme,C_double_wave,extreme,section,direct_advanced_candidates,270,93.2,27,15.57,2106,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset,direct_advanced:stair_push:g5,ok,ok
360,Recovery,Recovery,C_double_wave,normal,maze,direct_normal_candidates,118,150.2,17,9.56,596,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,direct_normal:maze_long_chain:g1,ok,ok
361,Recovery,Recovery,D_visual_middle,very_hard,sweep,direct_polish_hard_candidates,177,115.8,26,14.33,660,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,direct_polish:sweep:g5,ok,ok
362,Normal,Normal,D_visual_middle,normal,dense,direct_normal_topup_candidates,113,165.2,17,7.25,616,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,direct_normal:dense_weave:g9,ok,ok
363,Shape,Novelty,D_visual_middle,normal,shape_landmark,shape_final_with_supplement,138,362,19,16.34,14,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,shape:Landmark:architecture:landmark:procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
364,Normal,Normal,D_visual_middle,hard,sweep,direct_pure_topup_slice07_candidates,166,155.7,24,8.12,820,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,asset:direct_pure_topup_07_10_direct_p,ok,ok
365,Pressure,Hard,D_visual_middle,very_hard,lock,direct_advanced_candidates,204,138.9,20,10.31,1291,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,direct_advanced:core_burst:g1,ok,ok
366,Recovery,Recovery,D_visual_middle,hard,section,direct_polish_clean_candidates,139,152.1,27,12.78,543,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset,direct_polish:stair_push:g2,ok,too-open
367,HoleRescue,Mechanic,hole10_block_361_370,normal,hole_rescue,hole_combined_20260613,72,260,17,0.236,0.229,hole_candidate_078_wide_30x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset,hole_combined:LockBuckle:wide_30x26_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
368,Shape,Novelty,D_visual_middle,normal,shape_magic,shape_final_with_supplement,139,361,19,16.34,14.1,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,shape:Magic:alchemy:object:procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402,rel:Novelty:ShapeVisual:Shape:Magic:alchemy:object:transition,Normal
369,Pressure,Hard,D_visual_middle,very_hard,lock,direct_advanced_candidates,198,141.7,23,10.07,1260,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset,direct_advanced:lock_buckle:g1,ok,ok
370,Normal,Normal,D_visual_middle,hard,section,direct_pure_topup_slice09_candidates,149,140.2,27,14.45,650,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07.asset,direct_polish:quasi_symmetry:g9,ok,too-open
