"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","loadMode","originalLevelId","originalAssetPath","finalLevelId","finalAssetPath","actualLoadedAssetPath","actualLoadedGuid","syncAssetPath","replacementSourcePool","replacementSourceKind","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","rhythmStyleGroup","sectionWaveRole","rhythmStageBand","templateTargetChains","actualChains","effectiveChainLoad","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"88","9","normal","特别困难","Pressure","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_28_direct_normal_rect_stair_push_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L088_direct_normal_28_direct_normal_rect_stair_push_g2_.asset","c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","606b78e5dee549048893ed5a5889039a","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","Hard","S02_mid_campaign","101","93","103.23","0.985","10","5","0.907","target=101;stageTarget=101;effective=103.2;chains=93;role=Hard;style=hardgate;chain=mixed_chain;cost=36.7","rhythm_v4|target=101;stageTarget=101;effective=103.2;chains=93;role=Hard;style=hardgate;chain=mixed_chain;cost=36.7"
"89","9","normal","极难","Peak","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L089_direct_normal_topup_34_direct_normal_topup_rect_lo.asset","nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","6c6a2ad90ab59624596d5618c00b2b50","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","NutationLongChainStrict60Front300","normal","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","longchain","PeakExtreme","S02_mid_campaign","100","73","100.83","0.938","8","7","0.91","target=100;stageTarget=100;effective=100.8;chains=73;role=PeakExtreme;style=longchain;chain=spine_chain;cost=23.3","rhythm_v4|target=100;stageTarget=100;effective=100.8;chains=73;role=PeakExtreme;style=longchain;chain=spine_chain;cost=23.3"
"90","9","normal","困难","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L090_direct_pure_topup_04_15_direct_normal_pure_rect_du.asset","c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","76941833b9fe45e4085c9b2a8d131d37","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","Hard","S02_mid_campaign","98","87","99.36","0.986","10","5","0.852","target=98;stageTarget=98;effective=99.4;chains=87;role=Hard;style=hardgate;chain=mixed_chain;cost=36.9","rhythm_v4|target=98;stageTarget=98;effective=99.4;chains=87;role=Hard;style=hardgate;chain=mixed_chain;cost=36.9"
"91","10","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_candidate_071_wide_26x22_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L091_hole_candidate_071_wide_26x22_maze.asset","hole_candidate_071_wide_26x22_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L091_hole_candidate_071_wide_26x22_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset","d1743a4404038a04b95e959571e83ee4","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset","","","","","","","","HoleRescue","S02_mid_campaign","47","","","","","","","unchanged_from_v3_or_non_normal",""
"92","10","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","nomask_style_expansion_30_vertical_gate_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L092_nomask_style_expansion_30_vertical_gate_a.asset","campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset","ba04743a5d174754aaf6c0b65ad16ce1","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowPatch","flow","patch_chain","flow","Normal","S02_mid_campaign","48","42","48.11","0.995","10","4","0.89","target=48;stageTarget=48;effective=48.1;chains=42;role=Normal;style=flow;chain=patch_chain;cost=33.0","rhythm_v4|target=48;stageTarget=48;effective=48.1;chains=42;role=Normal;style=flow;chain=patch_chain;cost=33.0"
"93","10","shape","困难","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb02_10_large_wrappedcandy","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L093_r2_outer_strong_005_r2_006_a401_maskonlyb02_10_lar.asset","campaign500_shape_psg_review_top3_rescue_11_L093_wrappedcandy_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_11_L093_wrappedcandy_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_11_L093_wrappedcandy_sweep.asset","41ecea7fab88e0747821860edf8782f3","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_11_L093_wrappedcandy_sweep.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S02_mid_campaign","86","92","","0.988","8","8","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"94","10","normal","特别困难","Pressure","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_112_direct_normal_rect_section_unlock_g5_v12","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L094_direct_normal_112_direct_normal_rect_section_unloc.asset","campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","c0e3d70a2f091d146ab729587c72dc82","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","Hard","S02_mid_campaign","107","100","108.45","0.981","9","4","0.858","target=107;stageTarget=107;effective=108.5;chains=100;role=Hard;style=hardgate;chain=mixed_chain;cost=32.9","rhythm_v4|target=107;stageTarget=107;effective=108.5;chains=100;role=Hard;style=hardgate;chain=mixed_chain;cost=32.9"
"95","10","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L095_direct_pure_topup_02_04_direct_refresh_topup_rect_.asset","campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","0583b3ae20a6383498c0e7f3f2446f54","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowRail","flow","rail_chain","flow","Normal","S02_mid_campaign","61","52","60.37","0.987","10","6","0.913","target=61;stageTarget=61;effective=60.4;chains=52;role=Normal;style=flow;chain=rail_chain;cost=42.7","rhythm_v4|target=61;stageTarget=61;effective=60.4;chains=52;role=Normal;style=flow;chain=rail_chain;cost=42.7"
"96","10","normal","极难","Peak","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L096_direct_normal_topup_13_direct_normal_topup_rect_du.asset","c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","cd7bd34fcce6e1f439249fbf0b029b7f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","PeakExtreme","S02_mid_campaign","110","100","111.05","0.99","10","4","0.854","target=110;stageTarget=110;effective=111.0;chains=100;role=PeakExtreme;style=hardgate;chain=mixed_chain;cost=22.6","rhythm_v4|target=110;stageTarget=110;effective=111.0;chains=100;role=PeakExtreme;style=hardgate;chain=mixed_chain;cost=22.6"
"97","10","normal","困难","Recovery","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L097_direct_pure_topup_05_05_direct_normal_pure_rect_sw.asset","c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","3bf83d853bdaf9449b2335931553e10e","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1UnusedStrict","normal","RhythmV4Front300TraceKeep","PeelMid","peel","rail_chain","peel","Hard","S02_mid_campaign","102","82","98.10","0.983","10","8","0.846","target=102;stageTarget=102;effective=98.1;chains=82;role=Hard;style=peel;chain=rail_chain;cost=56.7","rhythm_v4|target=102;stageTarget=102;effective=98.1;chains=82;role=Hard;style=peel;chain=rail_chain;cost=56.7"
"98","10","shape","困难","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb04_16_main_phonehandset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L098_r2_outer_strong_005_r2_006_a401_maskonlyb04_16_mai.asset","campaign500_shape_psg_next10_tail9_05_L098_phonehandset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_05_L098_phonehandset.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_05_L098_phonehandset.asset","5da0baa1c0c5d7544a586f736199afda","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_05_L098_phonehandset.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S02_mid_campaign","87","70","","0.985","9","11","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"99","10","normal","困难","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L099_direct_normal_topup_07_direct_normal_topup_rect_qu.asset","c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","216c6d1ecddeee44f8f7805bdc0f4d0c","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","Normal","S02_mid_campaign","101","94","104.85","0.982","10","4","0.884","target=101;stageTarget=101;effective=104.8;chains=94;role=Normal;style=hardgate;chain=mixed_chain;cost=72.2","rhythm_v4|target=101;stageTarget=101;effective=104.8;chains=94;role=Normal;style=hardgate;chain=mixed_chain;cost=72.2"
"100","10","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_diff120_24_direct_diff_refresh_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L100_direct_diff120_24_direct_diff_refresh_dag_unlock_z.asset","campaign500_normal_full_v1_s01_s13_146_nutation_flow_curve_v1_rect_s13_o121_v01_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_146_nutation_flow_curve_v1_rect_s13_o121_v01_flowcurve_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_146_nutation_flow_curve_v1_rect_s13_o121_v01_flowcurve_curve_chain.asset","0055102bb406eeb4fae8928b8ddc3720","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_146_nutation_flow_curve_v1_rect_s13_o121_v01_flowcurve_curve_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowCurve","flow","curve_chain","flow","Normal","S02_mid_campaign","49","43","48.53","0.988","10","5","0.895","target=49;stageTarget=49;effective=48.5;chains=43;role=Normal;style=flow;chain=curve_chain;cost=33.9","rhythm_v4|target=49;stageTarget=49;effective=48.5;chains=43;role=Normal;style=flow;chain=curve_chain;cost=33.9"
"101","11","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_candidate_020_std_22x24_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L101_hole_candidate_020_std_22x24_dense.asset","hole_candidate_020_std_22x24_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L101_hole_candidate_020_std_22x24_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset","d3639ddffa824bd499209671f4d9bbc3","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset","","","","","","","","HoleRescue","S02_mid_campaign","47","","","","","","","unchanged_from_v3_or_non_normal",""
"102","11","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L102_direct_pure_topup_01_09_direct_refresh_topup_rect_.asset","c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","7ecc0ec7e1744aa4cb4147568c72139b","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","unknown_chain","hardgate","Normal","S02_mid_campaign","57","56","58.00","0.98","8","3","0.92","target=57;stageTarget=57;effective=58.0;chains=56;role=Normal;style=hardgate;chain=unknown_chain;cost=36.1","rhythm_v4|target=57;stageTarget=57;effective=58.0;chains=56;role=Normal;style=hardgate;chain=unknown_chain;cost=36.1"
"103","11","shape","困难","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L103_r2_outer_strong_005_r2_006_a401_maskonlyb02_01_lar.asset","campaign500_shape_psg_review_top3_rescue_14_L103_paperplane_core","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_14_L103_paperplane_core.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_14_L103_paperplane_core.asset","f7be01618e5c88845b196e23a9b69e44","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_14_L103_paperplane_core.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","CoreBurst","","","Shape","S02_mid_campaign","102","101","","0.994","10","12","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"104","11","normal","困难","Pressure","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L104_direct_normal_topup_20_direct_normal_topup_rect_co.asset","campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","ffcdd2b1324bc2441ad96c41e42b0e74","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_seedmaze_section_weave","longchain","family_profile_chain","longchain","Hard","S02_mid_campaign","102","36","101.06","0.9474","11","3","0.876","target=102;stageTarget=102;effective=101.1;chains=36;role=Hard;style=longchain;chain=family_profile_chain;cost=57.1","rhythm_v4|target=102;stageTarget=102;effective=101.1;chains=36;role=Hard;style=longchain;chain=family_profile_chain;cost=57.1"
